name,component,carrier,bus0,bus1,r,x,b,s_nom,x_pu_eff,r_pu_eff,v_nom
464,line,AC,BRAP3-,GOVA3-,0.2168,0.45,11.0073,125.0,3.1163434903047092e-06,1.5013850415512465e-06,380.0
465,line,AC,BRAP3-,PAIS1R,0.1309,0.9964,3.6706,274.0,6.900277008310249e-06,9.065096952908587e-07,380.0
466,line,AC,BROX3-,CURR5-,0.8009,2.4722,0.505,132.0,1.712049861495845e-05,5.546398891966759e-06,380.0
467,line,AC,BROX3-,CURR5-,0.8009,2.4722,0.505,132.0,1.712049861495845e-05,5.546398891966759e-06,380.0
468,line,AC,BUSB2-,GIFF3A,0.037,0.134,19.636,276.0,9.279778393351801e-07,2.562326869806094e-07,380.0
469,line,AC,BUSB2-,GIFF3B,0.037,0.134,19.636,276.0,9.279778393351801e-07,2.562326869806094e-07,380.0
470,line,AC,BUSB2-,NEIL1-,0.0856,0.8267,5.625,1120.0,5.725069252077562e-06,5.927977839335179e-07,380.0
471,line,AC,BUSB2-,STHA3-,0.064,0.6181,4.2097,750.0,4.2804709141274235e-06,4.4321329639889196e-07,380.0
472,line,AC,CAFA5R,KEOO5-,0.2337,0.5239,0.1455,132.0,3.6281163434903047e-06,1.6184210526315789e-06,380.0
473,line,AC,CATY3-,DALM3-,0.1313,0.3018,6.1089,122.0,2.090027700831025e-06,9.092797783933518e-07,380.0
474,line,AC,CATY3-,DALM3-,0.1313,0.3018,6.1089,122.0,2.090027700831025e-06,9.092797783933518e-07,380.0
475,line,AC,CCSS3-,COAL1A,0.126,0.6896,13.1977,210.0,4.775623268698061e-06,8.725761772853186e-07,380.0
476,line,AC,CCSS3-,GAWH3-,0.058,0.3178,6.0815,210.0,2.2008310249307482e-06,4.0166204986149586e-07,380.0
477,line,AC,CCSS3-,CUMH3-,0.2075,0.6558,0.3521,40.0,4.541551246537396e-06,1.4369806094182825e-06,380.0
478,line,AC,CHAP3-,DUMF3A,1.0661,6.0867,1.6344,171.0,4.21516620498615e-05,7.382963988919668e-06,380.0
479,line,AC,CHAP3-,DUMF3A,1.065,6.0817,1.5576,171.0,4.211703601108033e-05,7.3753462603878115e-06,380.0
480,line,AC,CHAP3-,ECCF1J,0.6009,1.515,0.651,18.0,1.049168975069252e-05,4.1613573407202214e-06,380.0
481,line,AC,CHAP3-,ECCF1K,0.6,1.5109,0.5882,21.0,1.0463296398891966e-05,4.155124653739612e-06,380.0
482,line,AC,CHAP3-,GRNA1-,1.1811,3.0837,0.9878,132.0,2.1355263157894735e-05,8.179362880886428e-06,380.0
483,line,AC,CHAP3-,GRNA1-,1.1797,3.0784,0.9358,132.0,2.1318559556786704e-05,8.1696675900277e-06,380.0
484,line,AC,CHAP3-,HAKB1-,1.535,3.472,0.754,132.0,2.404432132963989e-05,1.0630193905817174e-05,380.0
485,line,AC,CHAS3C,DALM3-,0.049,0.065,20.456,186.0,4.5013850415512467e-07,3.393351800554017e-07,380.0
486,line,AC,CHAS3A,DALM3-,0.049,0.065,20.456,186.0,4.5013850415512467e-07,3.393351800554017e-07,380.0
487,line,AC,CLYM3A,DALM3-,0.019,0.1713,1.1692,750.0,1.1862880886426593e-06,1.3157894736842104e-07,380.0
488,line,AC,CLYM3A,DALM3-,0.0193,0.1737,1.8402,695.0,1.2029085872576177e-06,1.3365650969529087e-07,380.0
489,line,AC,CLYM3A,EERH3-,0.0197,0.3069,2.8023,1500.0,2.125346260387812e-06,1.3642659279778392e-07,380.0
490,line,AC,CLYM3A,EKIL2Q,0.0253,0.2391,1.4927,1120.0,1.6558171745152355e-06,1.7520775623268697e-07,380.0
491,line,AC,CLYM3A,EKIL2R,0.0253,0.2391,1.4927,1120.0,1.6558171745152355e-06,1.7520775623268697e-07,380.0
492,line,AC,CLYM3A,LOAN2-,0.1231,1.9141,17.477,1500.0,1.3255540166204986e-05,8.524930747922437e-07,380.0
493,line,AC,CLYN3A,ELVA2Q,0.032,0.174,26.956,476.0,1.2049861495844874e-06,2.2160664819944598e-07,380.0
494,line,AC,CLYS3A,ELVA2R,0.0445,0.1289,23.8486,291.0,8.926592797783932e-07,3.0817174515235456e-07,380.0
495,line,AC,CLYS3B,CLYS3X,0.0084,0.0315,0.0106,52.0,2.1814404432132965e-07,5.8171745152354567e-08,380.0
496,line,AC,COAL1-,DONO1-,0.1097,0.3154,5.5305,158.0,2.1842105263157896e-06,7.596952908587258e-07,380.0
497,line,AC,COAL1-,KYPE3-,0.3286,1.5387,24.4568,194.0,1.0655817174515235e-05,2.275623268698061e-06,380.0
498,line,AC,COAL1-,LINM3-,0.2748,1.6606,2.8754,134.0,1.15e-05,1.9030470914127423e-06,380.0
499,line,AC,COAL1A,LINM3-,0.1551,1.4665,3.9908,266.0,1.0155817174515235e-05,1.0740997229916897e-06,380.0
500,line,AC,COAL1-,ELVA2Q,0.0467,0.5062,15.9918,2210.0,3.505540166204986e-06,3.234072022160665e-07,380.0
501,line,AC,COAL1-,STHA3-,0.038,0.4118,13.0101,2210.0,2.8518005540166205e-06,2.631578947368421e-07,380.0
502,line,AC,COAT3-,NEAR3-,0.045,0.2476,17.1398,176.0,1.7146814404432133e-06,3.116343490304709e-07,380.0
503,line,AC,COAT3-,NEAR3-,0.045,0.2476,17.1398,176.0,1.7146814404432133e-06,3.116343490304709e-07,380.0
504,line,AC,COCK3-,KAIM3A,0.0779,0.756,5.0669,1120.0,5.235457063711912e-06,5.394736842105262e-07,380.0
505,line,AC,COCK3-,SMEA1-,0.0405,0.3931,2.6346,1120.0,2.7222991689750693e-06,2.8047091412742383e-07,380.0
506,line,AC,COCK3-,ECCL3-,0.135,1.4191,35.4794,1120.0,9.827562326869806e-06,9.349030470914128e-07,380.0
507,line,AC,COCK3-,ECCL3-,0.135,1.4189,35.4739,1120.0,9.82617728531856e-06,9.349030470914128e-07,380.0
508,line,AC,COYL3-,COYT1T,0.4027,1.0118,0.5089,132.0,7.006925207756233e-06,2.788781163434903e-06,380.0
509,line,AC,COYL3-,MAYT1T,0.8423,2.157,1.0619,132.0,1.4937673130193906e-05,5.833102493074793e-06,380.0
510,line,AC,COYL3-,COYW2S,0.0057,0.0515,0.4645,1500.0,3.5664819944598337e-07,3.947368421052632e-08,380.0
511,line,AC,COYL3-,COYW2T,0.0058,0.0522,0.3778,1500.0,3.614958448753463e-07,4.016620498614958e-08,380.0
512,line,AC,COYL3-,MAHI1-,0.3612,2.813,10.0797,1110.0,1.948060941828255e-05,2.5013850415512467e-06,380.0
513,line,AC,COYL3-,NECU1-,0.0529,0.5733,4.0467,1540.0,3.9702216066482e-06,3.6634349030470914e-07,380.0
514,line,AC,COYL3-,NECU1-,0.0529,0.5733,4.0467,1540.0,3.9702216066482e-06,3.6634349030470914e-07,380.0
515,line,AC,COYT1T,KILS1-,1.4768,3.99,7.6706,132.0,2.7631578947368423e-05,1.0227146814404432e-05,380.0
516,line,AC,COYT1T,MAYB3-,1.6159,4.1178,1.1779,132.0,2.851662049861496e-05,1.1190443213296398e-05,380.0
517,line,AC,COYW2S,KILS1-,0.0588,0.5269,3.8357,1500.0,3.648891966759003e-06,4.0720221606648196e-07,380.0
518,line,AC,COYW2T,KILS1-,0.0588,0.5269,3.8357,1500.0,3.648891966759003e-06,4.0720221606648196e-07,380.0
519,line,AC,CRDY3A,EWEH3-,3.8899,14.1591,0.06,45.0,9.805470914127425e-05,2.693836565096953e-05,380.0
520,line,AC,CRDY3B,EWEH3-,3.9211,14.2732,0.0602,45.0,9.884487534626038e-05,2.715443213296399e-05,380.0
521,line,AC,CROO3J,NEIL1-,0.4941,2.6834,0.984,229.0,1.858310249307479e-05,3.4217451523545706e-06,380.0
522,line,AC,CROO3J,NEIL1-,0.4943,2.6844,0.9979,229.0,1.8590027700831026e-05,3.4231301939058175e-06,380.0
523,line,AC,CRUA2Q,DALL2-,0.0346,0.3435,4.3204,283.0,2.378808864265928e-06,2.3961218836565095e-07,380.0
524,line,AC,CRUA2R,DALL2-,0.0346,0.3435,4.3204,283.0,2.378808864265928e-06,2.3961218836565095e-07,380.0
525,line,AC,CRYR1A,AIKE3A,0.0559,0.3473,5.1163,155.0,2.4051246537396123e-06,3.871191135734072e-07,380.0
526,line,AC,CRYR31,FALL3A,0.0184,0.2733,8.179,2470.0,1.8926592797783933e-06,1.2742382271468143e-07,380.0
527,line,AC,CRYR31,TORN1-,0.0144,0.2171,44.1355,935.0,1.5034626038781162e-06,9.972299168975069e-08,380.0
528,line,AC,CUPA3-,LEVT1Q,1.2026,2.9807,0.6715,143.0,2.064196675900277e-05,8.328254847645429e-06,380.0
529,line,AC,CUPA3-,LEVT1R,1.2026,2.9807,0.6715,143.0,2.064196675900277e-05,8.328254847645429e-06,380.0
