nationalGridBmUnit,elexonBmUnit,fuelType,leadPartyName,bmUnitType,fpnFlag,longitude,latitude,name
ING-KCST1,I_ING-KCST1,,KOCH SUPPLY & TRADING SARL,I,True,,,ING-KCST1
ING-LMUS1,I_ING-LMUS1,,Luminus SA,I,True,,,ING-LMUS1
ING-MCRA1,I_ING-MCRA1,,Mercuria Energy Trading SA,I,True,,,ING-MCRA1
ING-MFTE1,I_ING-MFTE1,,MFT Energy A/S,I,True,,,ING-MFTE1
ING-NDPL1,I_ING-NDPL1,,European Market Coupling,I,True,,,ING-NDPL1
ING-NEAS1,I_ING-NEAS1,,Centrica Energy Trading A/S,I,True,,,ING-NEAS1
ING-NEHO1,I_ING-NEHO1,,Nordic Energy House ApS,I,True,,,ING-NEHO1
ING-NEMO1,I_ING-NEMO1,INTNEM,Nemo Link Limited,I,True,,,ING-NEMO1
ING-NITR1,I_ING-NITR1,,Nitor Energy A/S,I,True,,,ING-NITR1
ING-NORL1,I_ING-NORL1,,Norlys Energy Trading A/S,I,True,,,ING-NORL1
ING-NTPL1,I_ING-NTPL1,,Northpool BV,I,True,,,ING-NTPL1
ING-OMPX1,I_ING-OMPX1,,Ompex AG,I,True,,,ING-OMPX1
ING-OPMX1,I_ING-OPMX1,,Optimax Energy GmbH,I,True,,,ING-OPMX1
ING-OUTL1,I_ING-OUTL1,,Outlook Energy Ltd,I,True,,,ING-OUTL1
ING-PWMR1,I_ING-PWMR1,,PowerMart ApS,I,True,,,ING-PWMR1
ING-QUEN1,I_ING-QUEN1,,QUENT ApS,I,True,,,ING-QUEN1
ING-RESP1,I_ING-RESP1,,RESPECT ENERGY S.A.,I,True,,,ING-RESP1
ING-RISQ1,I_ING-RISQ1,,Risq Energy Limited,I,True,,,ING-RISQ1
ING-RWES1,I_ING-RWES1,,RWE Supply and Trading GmbH,I,True,,,ING-RWES1
ING-SETL1,I_ING-SETL1,,Shell Energy Europe Limited,I,True,,,ING-SETL1
ING-SSEG1,I_ING-SSEG1,,SSE Energy Supply Limited,I,True,,,ING-SSEG1
ING-STAT1,I_ING-STAT1,,Statkraft Markets Gmbh,I,True,,,ING-STAT1
ING-STGS1,I_ING-STGS1,,STG Switzerland GmbH,I,True,,,ING-STGS1
ING-TGPL1,I_ING-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,ING-TGPL1
ING-TRFD1,I_ING-TRFD1,,Trafigura Denmark ApS,I,True,,,ING-TRFD1
ING-TRFG1,I_ING-TRFG1,,Trafigura Trading Sarl,I,True,,,ING-TRFG1
ING-TRLS1,I_ING-TRLS1,,TrailStone Renewables GmbH,I,True,,,ING-TRLS1
ING-VOLT1,I_ING-VOLT1,,Volta Energy DAC,I,True,,,ING-VOLT1
ING-VSAL1,I_ING-VSAL1,,VITOL SA,I,True,,,ING-VSAL1
ING-VTET1,I_ING-VTET1,,Vattenfall Energy Trading,I,True,,,ING-VTET1
ING-XNON1,I_ING-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,ING-XNON1
INGAD-1,T_INGAD-1,,SSE Generation Ltd,T,False,,,INGAD-1
INWID-1,T_INWID-1,,EDF Energy Customers Ltd,T,True,,,INWID-1
ISD-DMCC1,I_ISD-DMCC1,,Cobblestone Energy DMCC,I,True,,,ISD-DMCC1
ISD-NDPL1,I_ISD-NDPL1,,European Market Coupling,I,True,,,ISD-NDPL1
ISG-DMCC1,I_ISG-DMCC1,,Cobblestone Energy DMCC,I,True,,,ISG-DMCC1
ISG-NDPL1,I_ISG-NDPL1,,European Market Coupling,I,True,,,ISG-NDPL1
IVD-ALIP1,I_IVD-ALIP1,,Energetick ApS,I,True,,,IVD-ALIP1
IVD-BDEN1,I_IVD-BDEN1,,BD Energy A/S,I,True,,,IVD-BDEN1
IVD-CACM1,I_IVD-CACM1,,C A Commodities A/S,I,True,,,IVD-CACM1
IVD-COPN1,I_IVD-COPN1,,Copenhagen Energy Trading A/S,I,True,,,IVD-COPN1
IVD-DSKC1,I_IVD-DSKC1,,Danske Commodities A/S,I,True,,,IVD-DSKC1
IVD-DVAL1,I_IVD-DVAL1,,DVALIN ApS,I,True,,,IVD-DVAL1
IVD-EDMK1,I_IVD-EDMK1,,Energi Danmark A/S,I,True,,,IVD-EDMK1
IVD-EENG1,I_IVD-EENG1,,Eio Energi ApS,I,True,,,IVD-EENG1
IVD-ELTR1,I_IVD-ELTR1,,ElectroRoute Energy Trading,I,True,,,IVD-ELTR1
IVD-ENSC1,I_IVD-ENSC1,,EnSCo Energy Services Company,I,True,,,IVD-ENSC1
IVD-EZCO1,I_IVD-EZCO1,,ENZEE Commodities A/S,I,True,,,IVD-EZCO1
IVD-HART1,I_IVD-HART1,,HAPPGCO,I,True,,,IVD-HART1
IVD-INCM1,I_IVD-INCM1,,IN COMMODITIES A/S,I,True,,,IVD-INCM1
IVD-MFTE1,I_IVD-MFTE1,,MFT Energy A/S,I,True,,,IVD-MFTE1
IVD-NEAS1,I_IVD-NEAS1,,Centrica Energy Trading A/S,I,True,,,IVD-NEAS1
IVD-NEHO1,I_IVD-NEHO1,,Nordic Energy House ApS,I,True,,,IVD-NEHO1
IVD-NITR1,I_IVD-NITR1,,Nitor Energy A/S,I,True,,,IVD-NITR1
IVD-NORL1,I_IVD-NORL1,,Norlys Energy Trading A/S,I,True,,,IVD-NORL1
IVD-NTPL1,I_IVD-NTPL1,,Northpool BV,I,True,,,IVD-NTPL1
IVD-OPMX1,I_IVD-OPMX1,,Optimax Energy GmbH,I,True,,,IVD-OPMX1
IVD-PWMR1,I_IVD-PWMR1,,PowerMart ApS,I,True,,,IVD-PWMR1
IVD-QUEN1,I_IVD-QUEN1,,QUENT ApS,I,True,,,IVD-QUEN1
IVD-RESP1,I_IVD-RESP1,,RESPECT ENERGY S.A.,I,True,,,IVD-RESP1
IVD-RWES1,I_IVD-RWES1,,RWE Supply and Trading GmbH,I,True,,,IVD-RWES1
IVD-TGPL1,I_IVD-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,IVD-TGPL1
IVD-TRLS1,I_IVD-TRLS1,,TrailStone Renewables GmbH,I,True,,,IVD-TRLS1
IVD-VSAL1,I_IVD-VSAL1,,VITOL SA,I,True,,,IVD-VSAL1
IVD-VTFS1,I_IVD-VTFS1,,Vattenfall Energy Trading,I,True,,,IVD-VTFS1
IVG-ALIP1,I_IVG-ALIP1,,Energetick ApS,I,True,,,IVG-ALIP1
IVG-BDEN1,I_IVG-BDEN1,,BD Energy A/S,I,True,,,IVG-BDEN1
IVG-CACM1,I_IVG-CACM1,,C A Commodities A/S,I,True,,,IVG-CACM1
IVG-COPN1,I_IVG-COPN1,,Copenhagen Energy Trading A/S,I,True,,,IVG-COPN1
IVG-DSKC1,I_IVG-DSKC1,,Danske Commodities A/S,I,True,,,IVG-DSKC1
IVG-DVAL1,I_IVG-DVAL1,,DVALIN ApS,I,True,,,IVG-DVAL1
IVG-EDMK1,I_IVG-EDMK1,,Energi Danmark A/S,I,True,,,IVG-EDMK1
IVG-EENG1,I_IVG-EENG1,,Eio Energi ApS,I,True,,,IVG-EENG1
IVG-ELTR1,I_IVG-ELTR1,,ElectroRoute Energy Trading,I,True,,,IVG-ELTR1
IVG-ENSC1,I_IVG-ENSC1,,EnSCo Energy Services Company,I,True,,,IVG-ENSC1
IVG-EZCO1,I_IVG-EZCO1,,ENZEE Commodities A/S,I,True,,,IVG-EZCO1
IVG-HART1,I_IVG-HART1,,HAPPGCO,I,True,,,IVG-HART1
IVG-INCM1,I_IVG-INCM1,,IN COMMODITIES A/S,I,True,,,IVG-INCM1
IVG-MFTE1,I_IVG-MFTE1,,MFT Energy A/S,I,True,,,IVG-MFTE1
IVG-NEAS1,I_IVG-NEAS1,,Centrica Energy Trading A/S,I,True,,,IVG-NEAS1
IVG-NEHO1,I_IVG-NEHO1,,Nordic Energy House ApS,I,True,,,IVG-NEHO1
IVG-NITR1,I_IVG-NITR1,,Nitor Energy A/S,I,True,,,IVG-NITR1
IVG-NORL1,I_IVG-NORL1,,Norlys Energy Trading A/S,I,True,,,IVG-NORL1
IVG-NTPL1,I_IVG-NTPL1,,Northpool BV,I,True,,,IVG-NTPL1
IVG-OPMX1,I_IVG-OPMX1,,Optimax Energy GmbH,I,True,,,IVG-OPMX1
IVG-PWMR1,I_IVG-PWMR1,,PowerMart ApS,I,True,,,IVG-PWMR1
IVG-QUEN1,I_IVG-QUEN1,,QUENT ApS,I,True,,,IVG-QUEN1
IVG-RESP1,I_IVG-RESP1,,RESPECT ENERGY S.A.,I,True,,,IVG-RESP1
IVG-RWES1,I_IVG-RWES1,,RWE Supply and Trading GmbH,I,True,,,IVG-RWES1
IVG-TGPL1,I_IVG-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,IVG-TGPL1
IVG-TRLS1,I_IVG-TRLS1,,TrailStone Renewables GmbH,I,True,,,IVG-TRLS1
IVG-VKL1,,INTVKL,,,,,,IVG-VKL1
IVG-VSAL1,I_IVG-VSAL1,,VITOL SA,I,True,,,IVG-VSAL1
IVG-VTFS1,I_IVG-VTFS1,,Vattenfall Energy Trading,I,True,,,IVG-VTFS1
JAMBB-1,E_JAMBB-1,,Tesla Motors Limited,E,True,,,JAMBB-1
JAMBB-2,E_JAMBB-2,,Tesla Motors Limited,E,True,,,JAMBB-2
JGPR-1,T_JGPR-1,BIOMASS,JG Pears Power Ltd,T,True,,,JGPR-1
JJERE000,2__JJERE000,,Shell Energy UK Limited,G,False,,,JJERE000
KEAD-1,T_KEAD-1,CCGT,Keadby Generation Limited,T,True,-0.494385,53.585984,KEAD-1
KEAD-2,T_KEAD-2,CCGT,Keadby Generation Limited,T,True,,,KEAD-2
KEADGT-3,T_KEADGT-3,OCGT,Keadby Generation Limited,T,True,-0.494385,53.585984,KEADGT-3
KEMB-1,T_KEMB-1,,EDF Energy Customers Ltd,T,True,,,KEMB-1
KENNW-1,T_KENNW-1,WIND,Kennoxhead Wind Farm Limited,T,True,,,KENNW-1
KILBW-1,T_KILBW-1,WIND,Kilbraur Wind Energy Ltd,T,True,-4.0564,58.0395,KILBW-1
KILLPG-1,T_KILLPG-1,CCGT,Uniper UK Limited,T,True,-0.25511,53.65952,KILLPG-1
KILLPG-2,T_KILLPG-2,CCGT,Uniper UK Limited,T,True,-0.25511,53.65952,KILLPG-2
KILLSC-1,T_KILLSC-1,,Uniper UK Limited,T,True,,,KILLSC-1
KILLSC-2,T_KILLSC-2,,Uniper UK Limited,T,True,,,KILLSC-2
KILNS-1,T_KILNS-1,CCGT,Centrica KPS Limited,T,True,-0.25511,53.65952,KILNS-1
KINCW-1,E_KINCW-1,WIND,Statkraft Markets Gmbh,E,True,-1.8774,56.9835,KINCW-1
KJERE000,2__KJERE000,,Shell Energy UK Limited,G,False,,,KJERE000
KLDMW-1,,WIND,,,,,,KLDMW-1
KLGLW-1,T_KLGLW-1,WIND,SP Renewables (UK) Limited,T,True,-4.76528,55.05,KLGLW-1
KLYN-A-1,E_KLYN-A-1,CCGT,RWE Generation UK plc,E,True,0.380117,52.727256,KLYN-A-1
KNLCV-1,2__PMARB002,,Marble Power Limited,S,True,,,KNLCV-1
KPMRW-1,T_KPMRW-1,WIND,Banks Renewable Limited,T,True,-4.1062,55.6073,KPMRW-1
KTHLW-1,T_KTHLW-1,WIND,Statkraft Markets Gmbh,T,True,-2.825456,55.817272,KTHLW-1
KTHRS-1,T_KTHRS-1,,Statkraft Markets Gmbh,T,True,,,KTHRS-1
KTHRS-2,T_KTHRS-2,,Statkraft Markets Gmbh,T,True,,,KTHRS-2
KYPEW-1,T_KYPEW-1,WIND,Kype Extension Wind Farm Ltd,T,True,,,KYPEW-1
LAGA-1,T_LAGA-1,CCGT,EP UK INVESTMENTS LIMITED,T,True,-3.966064,50.492463,LAGA-1
LARKS-1,T_LARKS-1,OTHER,Cero Generation Services Ltd,T,True,,,LARKS-1
LARYO-1,T_LARYW-1,WIND,London Array Limited,T,True,1.362305,51.645294,LARYO-1
LARYO-2,T_LARYW-2,WIND,London Array Limited,T,True,1.362305,51.645294,LARYO-2
LARYO-3,T_LARYW-3,WIND,London Array Limited,T,True,1.362305,51.645294,LARYO-3
LARYO-4,T_LARYW-4,WIND,London Array Limited,T,True,1.362305,51.645294,LARYO-4
LBAR-1,T_LBAR-1,CCGT,RWE Generation UK plc,T,True,-0.230713,52.22107,LBAR-1
LBAR-1G,T_LBAR-1G,OCGT,RWE Generation UK plc,T,True,-0.230713,52.22107,LBAR-1G
LCHWT-1,E_LCHWT-1,,Conrad Energy (Trading) Ltd,E,True,,,LCHWT-1
LCKLB-1,2__LRWED001,,ENGIE Power Limited,S,True,,,LCKLB-1
LCLTW-1,T_LCLTW-1,WIND,Eneco Energy Trade,T,True,-4.559326,57.73935,LCLTW-1
LCSMH-1,2__PMARB001,NPSHYD,Marble Power Limited,S,True,,,LCSMH-1
LGPKW-1,,WIND,,,,,,LGPKW-1
LITRB-1,E_LITRB-1,,Tesla Motors Limited,E,True,,,LITRB-1
LJERE000,2__LJERE000,,Shell Energy UK Limited,G,False,,,LJERE000
LLWSD-1,T_LLWSD-1,,Npower Commercial Gas Limited,T,True,,,LLWSD-1
LNCSO-1,T_LNCSW-1,WIND,Lincs Wind Farm Ltd,T,True,0.527344,53.265213,LNCSO-1
LNCSO-2,T_LNCSW-2,WIND,Lincs Wind Farm Ltd,T,True,0.527344,53.265213,LNCSO-2
LNMTH-1,E_LYNE1,BIOMASS,EP UK INVESTMENTS LIMITED,E,True,-1.52083,55.20417,LNMTH-1
LNMTH-2,E_LYNE2,BIOMASS,EP UK INVESTMENTS LIMITED,E,True,-1.52083,55.20417,LNMTH-2
LNMTH-3,E_LYNE3,BIOMASS,EP UK INVESTMENTS LIMITED,E,True,-1.52083,55.20417,LNMTH-3
LON-ATL01,2__CIMPO000,,SSE Energy Supply Limited,G,True,,,LON-ATL01
LON-AXPO1,2__CAXPO000,,AXPO UK LIMITED,G,False,,,LON-AXPO1
LON-BGS01,2__CBGAS000,,British Gas Trading Ltd,G,True,,,LON-BGS01
LON-BIZ01,2__CBIZZ000,,British Gas Trading Ltd,G,True,,,LON-BIZ01
LON-EAS01,2__CEELC000,,E.ON Energy Solutions Limited,G,True,,,LON-EAS01
LON-EDF01,2__CEDFE000,,EDF Energy Customers Ltd,G,True,,,LON-EDF01
LON-EDR01,2__CEDIR000,,British Gas Trading Ltd,G,True,,,LON-EDR01
LON-ENR01,2__CENRD000,,British Gas Trading Ltd,G,True,,,LON-ENR01
LON-EON01,2__CEOND000,,E.ON Next Energy Ltd,G,True,,,LON-EON01
LON-EST01,2__CEENG000,,E.ON Energy Solutions Limited,G,True,,,LON-EST01
LON-GDF01,2__CRWED000,,ENGIE Power Limited,G,True,,,LON-GDF01
LON-HPW01,2__CHPOW000,,Drax Energy Solutions Limited,G,True,,,LON-HPW01
LON-HVN01,2__CHAVE000,,Drax Energy Solutions Limited,G,True,,,LON-HVN01
LON-INE01,2__CINDE000,,npower limited,G,True,,,LON-INE01
LON-LON01,2__CLOND000,,EDF Energy Customers Ltd,G,True,,,LON-LON01
LON-MEC01,2__CNUCE000,,NDA,G,False,,,LON-MEC01
LON-MID01,2__CMIDE000,,Npower Limited,G,True,,,LON-MID01
LON-MNW01,2__CMANW000,,SP Energy Retail Ltd,G,False,,,LON-MNW01
LON-NEE01,2__CNEEB000,,npower limited,G,True,,,LON-NEE01
LON-NPE01,2__CNATP000,,Npower Commercial Gas Limited,G,True,,,LON-NPE01
LON-NWP01,2__CNORW000,,E.ON Energy Solutions Limited,G,True,,,LON-NWP01
LON-OCT01,2__CMRCY000,,Octopus Energy Limited,G,True,,,LON-OCT01
LON-OGA01,2__COGAS000,,British Gas Trading Ltd,G,True,,,LON-OGA01
LON-OVO01,2__COVOE000,,OVO Electricity Ltd,G,False,,,LON-OVO01
LON-PGE01,2__CEMEB000,,E.ON Energy Solutions Limited,G,True,,,LON-PGE01
LON-PGU01,2__CPGEN000,,E.ON UK plc,G,True,,,LON-PGU01
LON-RNW01,2__CRENC000,,The Renewable Energy Co Ltd,G,False,,,LON-RNW01
LON-SEE01,2__CSEEB000,,EDF Energy Customers Ltd,G,True,,,LON-SEE01
LON-SEL01,2__CSMAR000,,Smartestenergy Limited,G,True,,,LON-SEL01
LON-SPC01,2__CSPOW000,,SP Energy Retail Ltd,G,True,,,LON-SPC01
LON-SSE01,2__CHYDE000,,OVO Electricity Ltd,G,True,,,LON-SSE01
LON-STH01,2__CSOUT000,,OVO Electricity Ltd,G,True,,,LON-STH01
LON-SWA01,2__CSWAE000,,OVO Electricity Ltd,G,True,,,LON-SWA01
LON-SWT01,2__CSWEB000,,EDF Energy Customers Ltd,G,True,,,LON-SWT01
LON-SYM01,2__CSYMB000,,E.ON Next Energy Ltd,G,True,,,LON-SYM01
LON-TFE01,2__CTGPL000,,TotalEnergies Gas & Power Ltd,G,True,,,LON-TFE01
LON-YEP01,2__CYELG000,,npower limited,G,True,,,LON-YEP01
LRDSC-1,T_LRDSC-1,,Statkraft Markets Gmbh,T,True,,,LRDSC-1
LRDSC-2,T_LRDSC-2,,Statkraft Markets Gmbh,T,True,,,LRDSC-2
LSTWY-1,E_LSTWY-1,,Conrad Energy (Trading) Ltd,E,True,,,LSTWY-1
LUICD-1,T_LUICD-1,,SSE Generation Ltd,T,False,,,LUICD-1
MANXENR-1,E_MANXENR-1,,Smartestenergy Limited,E,True,,,MANXENR-1
MARK-1,E_MARK-1,BIOMASS,Edgware Energy Limited,E,True,-3.603516,57.480403,MARK-1
MARMD-1,T_MARMD-1,,EDF Energy Customers Ltd,T,True,,,MARMD-1
MDHLW-1,2__PSTAT002,WIND,Statkraft Markets Gmbh,S,True,-2.482026,56.964685,MDHLW-1
MDLWH-1,E_MDLWH-1,,Conrad Energy (Trading) Ltd,E,True,,,MDLWH-1
MEADD-1,T_MEADD-1,,ENGIE Power Limited,T,True,,,MEADD-1
MEDP-1,T_MEDP-1,CCGT,Medway Power Ltd,T,True,0.889893,51.378638,MEDP-1
MID-ATL01,2__EIMPO000,,SSE Energy Supply Limited,G,True,,,MID-ATL01
MID-AXPO1,2__EAXPO000,,AXPO UK LIMITED,G,False,,,MID-AXPO1
MID-BGS01,2__EBGAS000,,British Gas Trading Ltd,G,True,,,MID-BGS01
MID-BIZ01,2__EBIZZ000,,British Gas Trading Ltd,G,True,,,MID-BIZ01
MID-EAS01,2__EEELC000,,E.ON Energy Solutions Limited,G,True,,,MID-EAS01
MID-EDF01,2__EEDFE000,,EDF Energy Customers Ltd,G,True,,,MID-EDF01
MID-EDR01,2__EEDIR000,,British Gas Trading Ltd,G,True,,,MID-EDR01
MID-ENR01,2__EENRD000,,British Gas Trading Ltd,G,True,,,MID-ENR01
MID-EON01,2__EEOND000,,E.ON Next Energy Ltd,G,True,,,MID-EON01
MID-EST01,2__EEENG000,,E.ON Energy Solutions Limited,G,True,,,MID-EST01
MID-GDF01,2__ERWED000,,ENGIE Power Limited,G,True,,,MID-GDF01
MID-HPW01,2__EHPOW000,,Drax Energy Solutions Limited,G,True,,,MID-HPW01
MID-HVN01,2__EHAVE000,,Drax Energy Solutions Limited,G,True,,,MID-HVN01
MID-INE01,2__EINDE000,,npower limited,G,True,,,MID-INE01
MID-LON01,2__ELOND000,,EDF Energy Customers Ltd,G,True,,,MID-LON01
MID-MEC01,2__ENUCE000,,NDA,G,False,,,MID-MEC01
MID-MID01,2__EMIDE000,,Npower Limited,G,True,,,MID-MID01
MID-MNW01,2__EMANW000,,SP Energy Retail Ltd,G,False,,,MID-MNW01
MID-NEE01,2__ENEEB000,,npower limited,G,True,,,MID-NEE01
MID-NPE01,2__ENATP000,,Npower Commercial Gas Limited,G,True,,,MID-NPE01
MID-NWP01,2__ENORW000,,E.ON Energy Solutions Limited,G,True,,,MID-NWP01
MID-OCT01,2__EMRCY000,,Octopus Energy Limited,G,True,,,MID-OCT01
MID-OGA01,2__EOGAS000,,British Gas Trading Ltd,G,True,,,MID-OGA01
MID-OVO01,2__EOVOE000,,OVO Electricity Ltd,G,False,,,MID-OVO01
MID-PGE01,2__EEMEB000,,E.ON Energy Solutions Limited,G,True,,,MID-PGE01
MID-PGU01,2__EPGEN000,,E.ON UK plc,G,True,,,MID-PGU01
MID-RNW01,2__ERENC000,,The Renewable Energy Co Ltd,G,False,,,MID-RNW01
MID-SEE01,2__ESEEB000,,EDF Energy Customers Ltd,G,True,,,MID-SEE01
MID-SEL01,2__ESMAR000,,Smartestenergy Limited,G,True,,,MID-SEL01
MID-SPC01,2__ESPOW000,,SP Energy Retail Ltd,G,True,,,MID-SPC01
MID-SSE01,2__EHYDE000,,OVO Electricity Ltd,G,False,,,MID-SSE01
MID-STH01,2__ESOUT000,,OVO Electricity Ltd,G,True,,,MID-STH01
MID-SWA01,2__ESWAE000,,OVO Electricity Ltd,G,True,,,MID-SWA01
MID-SWT01,2__ESWEB000,,EDF Energy Customers Ltd,G,True,,,MID-SWT01
MID-SYM01,2__ESYMB000,,E.ON Next Energy Ltd,G,True,,,MID-SYM01
MID-TFE01,2__ETGPL000,,TotalEnergies Gas & Power Ltd,G,True,,,MID-TFE01
MID-YEP01,2__EYELG000,,npower limited,G,True,,,MID-YEP01
MIDMW-1,T_MIDMW-1,WIND,Banks Renewable Limited,T,True,-3.8093,55.51,MIDMW-1
MILWW-1,T_MILWW-1,WIND,Millennium Wind Energy Ltd,T,True,-4.866943,57.219608,MILWW-1
MINSW-1,E_MINSW-1,WIND,Mobius Renewables Gen. (GB),E,True,-3.47168,55.040614,MINSW-1
MJERE000,2__MJERE000,,Shell Energy UK Limited,G,False,,,MJERE000
MKHLW-1,T_MKHLW-1,WIND,SP Renewables (UK) Limited,T,True,-4.822998,55.160043,MKHLW-1
MNW-ATL01,2__DIMPO000,,SSE Energy Supply Limited,G,True,,,MNW-ATL01
MNW-AXPO1,2__DAXPO000,,AXPO UK LIMITED,G,False,,,MNW-AXPO1
MNW-BGS01,2__DBGAS000,,British Gas Trading Ltd,G,True,,,MNW-BGS01
MNW-BIZ01,2__DBIZZ000,,British Gas Trading Ltd,G,True,,,MNW-BIZ01
MNW-EAS01,2__DEELC000,,E.ON Energy Solutions Limited,G,True,,,MNW-EAS01
MNW-EDF01,2__DEDFE000,,EDF Energy Customers Ltd,G,True,,,MNW-EDF01
MNW-EDR01,2__DEDIR000,,British Gas Trading Ltd,G,True,,,MNW-EDR01
MNW-ENR01,2__DENRD000,,British Gas Trading Ltd,G,True,,,MNW-ENR01
MNW-EON01,2__DEOND000,,E.ON Next Energy Ltd,G,True,,,MNW-EON01
MNW-EST01,2__DEENG000,,E.ON Energy Solutions Limited,G,True,,,MNW-EST01
MNW-GDF01,2__DRWED000,,ENGIE Power Limited,G,True,,,MNW-GDF01
MNW-HPW01,2__DHPOW000,,Drax Energy Solutions Limited,G,True,,,MNW-HPW01
MNW-HVN01,2__DHAVE000,,Drax Energy Solutions Limited,G,True,,,MNW-HVN01
MNW-INE01,2__DINDE000,,npower limited,G,True,,,MNW-INE01
MNW-LON01,2__DLOND000,,EDF Energy Customers Ltd,G,True,,,MNW-LON01
MNW-MEC01,2__DNUCE000,,NDA,G,False,,,MNW-MEC01
MNW-MID01,2__DMIDE000,,Npower Limited,G,True,,,MNW-MID01
MNW-MNW01,2__DMANW000,,SP Energy Retail Ltd,G,True,,,MNW-MNW01
MNW-NEE01,2__DNEEB000,,npower limited,G,True,,,MNW-NEE01
MNW-NPE01,2__DNATP000,,Npower Commercial Gas Limited,G,True,,,MNW-NPE01
MNW-NWP01,2__DNORW000,,E.ON Energy Solutions Limited,G,True,,,MNW-NWP01
MNW-OCT01,2__DMRCY000,,Octopus Energy Limited,G,True,,,MNW-OCT01
MNW-OGA01,2__DOGAS000,,British Gas Trading Ltd,G,True,,,MNW-OGA01
MNW-OVO01,2__DOVOE000,,OVO Electricity Ltd,G,False,,,MNW-OVO01
MNW-PGE01,2__DEMEB000,,E.ON Energy Solutions Limited,G,True,,,MNW-PGE01
MNW-PGU01,2__DPGEN000,,E.ON UK plc,G,True,,,MNW-PGU01
MNW-RNW01,2__DRENC000,,The Renewable Energy Co Ltd,G,False,,,MNW-RNW01
MNW-SEE01,2__DSEEB000,,EDF Energy Customers Ltd,G,True,,,MNW-SEE01
MNW-SEL01,2__DSMAR000,,Smartestenergy Limited,G,True,,,MNW-SEL01
MNW-SPC01,2__DSPOW000,,SP Energy Retail Ltd,G,True,,,MNW-SPC01
MNW-SSE01,2__DHYDE000,,OVO Electricity Ltd,G,True,,,MNW-SSE01
MNW-STH01,2__DSOUT000,,OVO Electricity Ltd,G,True,,,MNW-STH01
MNW-SWA01,2__DSWAE000,,OVO Electricity Ltd,G,True,,,MNW-SWA01
MNW-SWT01,2__DSWEB000,,EDF Energy Customers Ltd,G,True,,,MNW-SWT01
MNW-SYM01,2__DSYMB000,,E.ON Next Energy Ltd,G,True,,,MNW-SYM01
MNW-TFE01,2__DTGPL000,,TotalEnergies Gas & Power Ltd,G,True,,,MNW-TFE01
MNW-YEP01,2__DYELG000,,npower limited,G,True,,,MNW-YEP01
MORFL-1,E_MORFL-1,,Conrad Energy (Trading) Ltd,E,True,,,MORFL-1
MOSED-1,T_MOSED-1,,Shell Energy UK Limited,T,False,,,MOSED-1
MOSWD-1,T_EXMOSSD-1,,Orsted Power Sales (UK) Ltd,T,True,,,MOSWD-1
MOWEO-1,T_MOWEO-1,WIND,Moray Offshore Wind East Ltd,T,True,-2.72,58.188,MOWEO-1
MOWEO-2,T_MOWEO-2,WIND,Moray Offshore Wind East Ltd,T,True,-2.72,58.188,MOWEO-2
MOWEO-3,T_MOWEO-3,WIND,Moray Offshore Wind East Ltd,T,True,-2.72,58.188,MOWEO-3
MOYEW-1,E_MOYEW-1,WIND,Eneco Energy Trade,E,True,-4.064872,57.390303,MOYEW-1
MRWD-1,T_MRWD-1,CCGT,Marchwood Power Limited,T,True,-1.351318,50.903033,MRWD-1
MYGPW-1,T_MYGPW-1,WIND,Minnygap Energy Limited,T,True,-3.514802,55.248768,MYGPW-1
NANT-1,T_NANT-1,NPSHYD,SSE Generation Ltd,T,True,-5.251465,56.163906,NANT-1
NEE-ATL01,2__FIMPO000,,SSE Energy Supply Limited,G,True,,,NEE-ATL01
NEE-AXPO1,2__FAXPO000,,AXPO UK LIMITED,G,False,,,NEE-AXPO1
NEE-BGS01,2__FBGAS000,,British Gas Trading Ltd,G,True,,,NEE-BGS01
NEE-BIZ01,2__FBIZZ000,,British Gas Trading Ltd,G,True,,,NEE-BIZ01
NEE-DON01,2__FMAGN000,,Orsted Power Sales (UK) Ltd,G,True,,,NEE-DON01
NEE-EAS01,2__FEELC000,,E.ON Energy Solutions Limited,G,True,,,NEE-EAS01
NEE-EDF01,2__FEDFE000,,EDF Energy Customers Ltd,G,True,,,NEE-EDF01
NEE-EDR01,2__FEDIR000,,British Gas Trading Ltd,G,True,,,NEE-EDR01
NEE-ENR01,2__FENRD000,,British Gas Trading Ltd,G,True,,,NEE-ENR01
NEE-EON01,2__FEOND000,,E.ON Next Energy Ltd,G,True,,,NEE-EON01
NEE-EST01,2__FEENG000,,E.ON Energy Solutions Limited,G,True,,,NEE-EST01
NEE-GDF01,2__FRWED000,,ENGIE Power Limited,G,True,,,NEE-GDF01
NEE-HPW01,2__FHPOW000,,Drax Energy Solutions Limited,G,True,,,NEE-HPW01
NEE-HVN01,2__FHAVE000,,Drax Energy Solutions Limited,G,True,,,NEE-HVN01
NEE-LON01,2__FLOND000,,EDF Energy Customers Ltd,G,True,,,NEE-LON01
NEE-MEC01,2__FNUCE000,,NDA,G,False,,,NEE-MEC01
NEE-MID01,2__FMIDE000,,Npower Limited,G,True,,,NEE-MID01
