nationalGridBmUnit,elexonBmUnit,fuelType,leadPartyName,bmUnitType,fpnFlag,longitude,latitude,name
GRGBW-2,T_GRGBW-2,WIND,Greater Gabbard Offshore Winds,T,True,1.713867,52.066,GRGBW-2
GRGBW-3,T_GRGBW-3,WIND,Greater Gabbard Offshore Winds,T,True,1.713867,52.066,GRGBW-3
GRGRW-1,E_GRGRW-1,WIND,Greengairs East Wind Farm Ltd,E,True,,,GRGRW-1
GRIFW-1,T_GRIFW-1,WIND,Griffin Wind Farm Ltd,T,True,-3.394775,56.529199,GRIFW-1
GRIFW-2,T_GRIFW-2,WIND,Griffin Wind Farm Ltd,T,True,-3.394775,56.529199,GRIFW-2
GRIFWD-1,T_GRIFWD-1,,Griffin Wind Farm Ltd,T,False,,,GRIFWD-1
GRMO-1,T_GRMO-1,CCGT,Grangemouth CHP Ltd,T,True,-3.032227,55.930741,GRMO-1
GRUB-1,,NPSHYD,,,,,,GRUB-1
GRUB-2,,NPSHYD,,,,,,GRUB-2
GSMA03,2__GSMAE003,,Smartestenergy Limited,S,True,,,GSMA03
GYAR-1,E_GYAR-1,CCGT,RWE Generation UK plc,E,True,1.625977,52.596375,GYAR-1
GYMRD-16,T_GYMRD-16,,Gwynt y Mor Offshore Wind Farm,T,False,,,GYMRD-16
GYMRD-2,T_GYMRD-2,,Gwynt y Mor Offshore Wind Farm,T,False,,,GYMRD-2
GYMRD-E10,T_GYMRD-E10,,Gwynt y Mor Offshore Wind Farm,T,False,,,GYMRD-E10
GYMRD-E11,T_GYMRD-E11,,Gwynt y Mor Offshore Wind Farm,T,False,,,GYMRD-E11
GYMRD-W10,T_GYMRD-W10,,Gwynt y Mor Offshore Wind Farm,T,False,,,GYMRD-W10
GYMRD-W11,T_GYMRD-W11,,Gwynt y Mor Offshore Wind Farm,T,False,,,GYMRD-W11
GYMRO-15,T_GYMR-15,WIND,Gwynt y Mor Offshore Wind Farm,T,True,-3.584,53.459,GYMRO-15
GYMRO-17,T_GYMR-17,WIND,Gwynt y Mor Offshore Wind Farm,T,True,-3.584,53.459,GYMRO-17
GYMRO-26,T_GYMR-26,WIND,Gwynt y Mor Offshore Wind Farm,T,True,-3.584,53.459,GYMRO-26
GYMRO-28,T_GYMR-28,WIND,Gwynt y Mor Offshore Wind Farm,T,True,-3.584,53.459,GYMRO-28
HADHW-1,T_HADHW-1,WIND,SSE Renewables Wind Farms,T,True,-4.702148,55.247815,HADHW-1
HALSW-1,T_HALSW-1,WIND,SP Renewables (UK) Limited,T,True,,,HALSW-1
HAWFW-1,,WIND,,,,,,HAWFW-1
HAWKB-1,E_HAWKB-1,,Tesla Motors Limited,E,True,,,HAWKB-1
HBHDW-1,E_HBHDW-1,WIND,LDV Harburnhead Ltd,E,True,-3.547456,55.815259,HBHDW-1
HEYM11,T_HEYM11,NUCLEAR,EDF Energy Nuclear Generation,T,True,-2.916111111,54.02888889,HEYM11
HEYM12,T_HEYM12,NUCLEAR,EDF Energy Nuclear Generation,T,True,-2.916111111,54.02888889,HEYM12
HEYM27,T_HEYM27,NUCLEAR,EDF Energy Nuclear Generation,T,True,-2.916111111,54.02888889,HEYM27
HEYM28,T_HEYM28,NUCLEAR,EDF Energy Nuclear Generation,T,True,-2.916111111,54.02888889,HEYM28
HEYM2D-1,T_HEYM2-D,,EDF Energy Nuclear Generation,T,True,,,HEYM2D-1
HFSE02,2__HFSEN006,,F & S Energy Ltd,S,True,,,HFSE02
HINB-7,T_HINB-7,NUCLEAR,EDF Energy Nuclear Generation,T,True,-3.317871,51.138001,HINB-7
HINB-8,T_HINB-8,NUCLEAR,EDF Energy Nuclear Generation,T,True,-3.317871,51.138001,HINB-8
HINBD-1,T_HINB-D,,EDF Energy Customers Ltd,T,True,,,HINBD-1
HJERE000,2__HJERE000,,Shell Energy UK Limited,G,False,,,HJERE000
HLGLW-1,E_HLGLW-1,WIND,ENGIE Power Limited,E,True,-3.615587,57.51052,HLGLW-1
HLTWW-1,E_HLTWW-1,WIND,SP Energy Retail Ltd,E,True,-2.406006,57.486309,HLTWW-1
HMGTO-1,T_HMGTO-1,WIND,RWE Renewables UK Humber Wind,T,True,0.293,53.644,HMGTO-1
HMGTO-2,T_HMGTO-2,WIND,RWE Renewables UK Humber Wind,T,True,0.293,53.644,HMGTO-2
HOWAO-1,T_HOWAO-1,WIND,Hornsea 1 Limited,T,True,1.791,53.8849,HOWAO-1
HOWAO-2,T_HOWAO-2,WIND,Hornsea 1 Limited,T,True,1.791,53.8849,HOWAO-2
HOWAO-3,T_HOWAO-3,WIND,Hornsea 1 Limited,T,True,1.791,53.8849,HOWAO-3
HOWBO-1,T_HOWBO-1,WIND,Breesea Limited,T,True,,,HOWBO-1
HOWBO-2,T_HOWBO-2,WIND,Sonningmay Wind Limited,T,True,,,HOWBO-2
HOWBO-3,T_HOWBO-3,WIND,Soundmark Wind Limited,T,True,,,HOWBO-3
HRHLW-1,E_HRHLW-1,WIND,SP Renewables (UK) Limited,E,True,-4.054104,55.405691,HRHLW-1
HRSTW-1,T_HRSTW-1,WIND,SP Renewables (UK) Limited,T,True,-3.636475,55.229023,HRSTW-1
HRTL-1,T_HRTL-1,NUCLEAR,EDF Energy Nuclear Generation,T,True,-1.098633,54.686534,HRTL-1
HRTL-2,T_HRTL-2,NUCLEAR,EDF Energy Nuclear Generation,T,True,-1.098633,54.686534,HRTL-2
HSSE01,2__HIMPO002,,SSE Energy Supply Limited,S,True,,,HSSE01
HUMR-1,T_HUMR-1,CCGT,VPI Immingham LLP,T,True,0.0,53.690201,HUMR-1
HUMRD-1,T_HUMRD-1,,VPI Immingham LLP,T,False,,,HUMRD-1
HUNB-7,T_HUNB-7,NUCLEAR,EDF Energy Nuclear Generation,T,True,-4.822998,55.646599,HUNB-7
HUNB-8,T_HUNB-8,NUCLEAR,EDF Energy Nuclear Generation,T,True,-4.822998,55.646599,HUNB-8
HUNBD-1,T_HUNB-D,,EDF Energy Customers Ltd,T,True,,,HUNBD-1
HYWDW-1,E_HYWDW-1,WIND,HYWINDSC,E,True,-1.35,57.483,HYWDW-1
I2D-ALEU1,I_I2D-ALEU1,,Alphataraxia Europium BV,I,True,,,I2D-ALEU1
I2D-ALIP1,I_I2D-ALIP1,,Energetick ApS,I,True,,,I2D-ALIP1
I2D-ARON1,I_I2D-ARON1,,J.Aron & Company,I,True,,,I2D-ARON1
I2D-AXPO1,I_I2D-AXPO1,,Axpo Solutions AG,I,True,,,I2D-AXPO1
I2D-BDEN1,I_I2D-BDEN1,,BD Energy A/S,I,True,,,I2D-BDEN1
I2D-BKWE1,I_I2D-BKWE1,,BKW Energie AG,I,True,,,I2D-BKWE1
I2D-BNPS1,I_I2D-BNPS1,,BNP Paribas,I,True,,,I2D-BNPS1
I2D-BPGM1,I_I2D-BPGM1,,BP Gas Marketing Limited,I,True,,,I2D-BPGM1
I2D-CBST1,I_I2D-CBST1,,Cobblestone Energy,I,True,,,I2D-CBST1
I2D-CENT1,I_I2D-CENT1,,Centrica Energy Limited,I,True,,,I2D-CENT1
I2D-CETL1,I_I2D-CETL1,,Conrad Energy (Trading) Ltd,I,True,,,I2D-CETL1
I2D-CEZC1,I_I2D-CEZC1,,CEZ A.S,I,True,,,I2D-CEZC1
I2D-CNGS1,I_I2D-CNGS1,,Cenergise Limited,I,True,,,I2D-CNGS1
I2D-CNRE1,I_I2D-CNRE1,,Compagnie Nationale du Rhone,I,True,,,I2D-CNRE1
I2D-CONS1,I_I2D-CONS1,,Constellation Generation LTD,I,True,,,I2D-CONS1
I2D-CONV1,I_I2D-CONV1,,Convex Energy GmbH,I,True,,,I2D-CONV1
I2D-COPN1,I_I2D-COPN1,,Copenhagen Energy Trading A/S,I,True,,,I2D-COPN1
I2D-DARE1,I_I2D-DARE1,,Dare Power Ltd,I,True,,,I2D-DARE1
I2D-DMCC1,I_I2D-DMCC1,,Cobblestone Energy DMCC,I,True,,,I2D-DMCC1
I2D-DSKC1,I_I2D-DSKC1,,Danske Commodities A/S,I,True,,,I2D-DSKC1
I2D-DUEN1,I_I2D-DUEN1,,Duferco Energia S.p.A.,I,True,,,I2D-DUEN1
I2D-DUGE1,I_I2D-DUGE1,,DXT Commodities SA,I,True,,,I2D-DUGE1
I2D-DVAL1,I_I2D-DVAL1,,DVALIN ApS,I,True,,,I2D-DVAL1
I2D-EDFT1,I_I2D-EDFT1,,EDF TRADING LIMITED,I,True,,,I2D-EDFT1
I2D-EDMK1,I_I2D-EDMK1,,Energi Danmark A/S,I,True,,,I2D-EDMK1
I2D-ELEE1,I_I2D-ELEE1,,Electrabel SA,I,True,,,I2D-ELEE1
I2D-ELTR1,I_I2D-ELTR1,,ElectroRoute Energy Trading,I,True,,,I2D-ELTR1
I2D-ENKI1,I_I2D-ENKI1,,ENKI TRADING S.R.O.,I,True,,,I2D-ENKI1
I2D-ENSC1,I_I2D-ENSC1,,EnSCo Energy Services Company,I,True,,,I2D-ENSC1
I2D-ENSP1,I_I2D-ENSP1,,enspired GmbH,I,True,,,I2D-ENSP1
I2D-ENTC1,I_I2D-ENTC1,,Energetech Europe BV,I,True,,,I2D-ENTC1
I2D-EPCO1,I_I2D-EPCO1,,EP COMMODITIES A.S,I,True,,,I2D-EPCO1
I2D-EZCO1,I_I2D-EZCO1,,ENZEE Commodities A/S,I,True,,,I2D-EZCO1
I2D-GASE1,I_I2D-GASE1,,ENGIE GLOBAL MARKETS,I,True,,,I2D-GASE1
I2D-GAZP1,I_I2D-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,I2D-GAZP1
I2D-GLEN1,I_I2D-GLEN1,,Glencore Energy UK Ltd,I,True,,,I2D-GLEN1
I2D-GRMT1,I_I2D-GRMT1,,A/S Global Risk Management Ltd,I,True,,,I2D-GRMT1
I2D-HART1,I_I2D-HART1,,HAPPGCO,I,True,,,I2D-HART1
I2D-HELI1,I_I2D-HELI1,,Helios Power Trading A/S,I,True,,,I2D-HELI1
I2D-IBES1,I_I2D-IBES1,,"Iberdrola Energia Espana,S.AU.",I,True,,,I2D-IBES1
I2D-INCM1,I_I2D-INCM1,,IN COMMODITIES A/S,I,True,,,I2D-INCM1
I2D-MCRA1,I_I2D-MCRA1,,Mercuria Energy Trading SA,I,True,,,I2D-MCRA1
I2D-MFTE1,I_I2D-MFTE1,,MFT Energy A/S,I,True,,,I2D-MFTE1
I2D-MQBN1,I_I2D-MQBN1,,Macquarie Bank Limited,I,True,,,I2D-MQBN1
I2D-NDPL1,I_I2D-NDPL1,,European Market Coupling,I,True,,,I2D-NDPL1
I2D-NEAS1,I_I2D-NEAS1,,Centrica Energy Trading A/S,I,True,,,I2D-NEAS1
I2D-NEHO1,I_I2D-NEHO1,,Nordic Energy House ApS,I,True,,,I2D-NEHO1
I2D-NITR1,I_I2D-NITR1,,Nitor Energy A/S,I,True,,,I2D-NITR1
I2D-NORL1,I_I2D-NORL1,,Norlys Energy Trading A/S,I,True,,,I2D-NORL1
I2D-NTPL1,I_I2D-NTPL1,,Northpool BV,I,True,,,I2D-NTPL1
I2D-NVAL1,I_I2D-NVAL1,,Nvalue AG,I,True,,,I2D-NVAL1
I2D-OMPX1,I_I2D-OMPX1,,Ompex AG,I,True,,,I2D-OMPX1
I2D-OPMX1,I_I2D-OPMX1,,Optimax Energy GmbH,I,True,,,I2D-OPMX1
I2D-OUTL1,I_I2D-OUTL1,,Outlook Energy Ltd,I,True,,,I2D-OUTL1
I2D-PLAN1,I_I2D-PLAN1,,BCM Energy,I,True,,,I2D-PLAN1
I2D-PREP1,I_I2D-PREP1,,Oku Power Limted,I,True,,,I2D-PREP1
I2D-PWMR1,I_I2D-PWMR1,,PowerMart ApS,I,True,,,I2D-PWMR1
I2D-QUAR1,I_I2D-QUAR1,,Quark Energy Trading Limited,I,True,,,I2D-QUAR1
I2D-QUEN1,I_I2D-QUEN1,,QUENT ApS,I,True,,,I2D-QUEN1
I2D-RESP1,I_I2D-RESP1,,RESPECT ENERGY S.A.,I,True,,,I2D-RESP1
I2D-RISQ1,I_I2D-RISQ1,,Risq Energy Limited,I,True,,,I2D-RISQ1
I2D-RWES1,I_I2D-RWES1,,RWE Supply and Trading GmbH,I,True,,,I2D-RWES1
I2D-SETL1,I_I2D-SETL1,,Shell Energy Europe Limited,I,True,,,I2D-SETL1
I2D-SSEG1,I_I2D-SSEG1,,SSE Energy Supply Limited,I,True,,,I2D-SSEG1
I2D-STAT1,I_I2D-STAT1,,Statkraft Markets Gmbh,I,True,,,I2D-STAT1
I2D-STGS1,I_I2D-STGS1,,STG Switzerland GmbH,I,True,,,I2D-STGS1
I2D-TGPL1,I_I2D-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,I2D-TGPL1
I2D-TRFD1,I_I2D-TRFD1,,Trafigura Denmark ApS,I,True,,,I2D-TRFD1
I2D-TRFG1,I_I2D-TRFG1,,Trafigura Trading Sarl,I,True,,,I2D-TRFG1
I2D-TRLS1,I_I2D-TRLS1,,TrailStone Renewables GmbH,I,True,,,I2D-TRLS1
I2D-VOLT1,I_I2D-VOLT1,,Volta Energy DAC,I,True,,,I2D-VOLT1
I2D-VSAL1,I_I2D-VSAL1,,VITOL SA,I,True,,,I2D-VSAL1
I2D-VTET1,I_I2D-VTET1,,Vattenfall Energy Trading,I,True,,,I2D-VTET1
I2D-XNON1,I_I2D-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,I2D-XNON1
I2G-ALEU1,I_I2G-ALEU1,,Alphataraxia Europium BV,I,True,,,I2G-ALEU1
I2G-ALIP1,I_I2G-ALIP1,,Energetick ApS,I,True,,,I2G-ALIP1
I2G-ARON1,I_I2G-ARON1,,J.Aron & Company,I,True,,,I2G-ARON1
I2G-AXPO1,I_I2G-AXPO1,,Axpo Solutions AG,I,True,,,I2G-AXPO1
I2G-BDEN1,I_I2G-BDEN1,,BD Energy A/S,I,True,,,I2G-BDEN1
I2G-BKWE1,I_I2G-BKWE1,,BKW Energie AG,I,True,,,I2G-BKWE1
I2G-BNPS1,I_I2G-BNPS1,,BNP Paribas,I,True,,,I2G-BNPS1
I2G-BPGM1,I_I2G-BPGM1,,BP Gas Marketing Limited,I,True,,,I2G-BPGM1
I2G-CBST1,I_I2G-CBST1,,Cobblestone Energy,I,True,,,I2G-CBST1
I2G-CENT1,I_I2G-CENT1,,Centrica Energy Limited,I,True,,,I2G-CENT1
I2G-CETL1,I_I2G-CETL1,,Conrad Energy (Trading) Ltd,I,True,,,I2G-CETL1
I2G-CEZC1,I_I2G-CEZC1,,CEZ A.S,I,True,,,I2G-CEZC1
I2G-CNGS1,I_I2G-CNGS1,,Cenergise Limited,I,True,,,I2G-CNGS1
I2G-CNRE1,I_I2G-CNRE1,,Compagnie Nationale du Rhone,I,True,,,I2G-CNRE1
I2G-CONS1,I_I2G-CONS1,,Constellation Generation LTD,I,True,,,I2G-CONS1
I2G-CONV1,I_I2G-CONV1,,Convex Energy GmbH,I,True,,,I2G-CONV1
I2G-COPN1,I_I2G-COPN1,,Copenhagen Energy Trading A/S,I,True,,,I2G-COPN1
I2G-DARE1,I_I2G-DARE1,,Dare Power Ltd,I,True,,,I2G-DARE1
I2G-DMCC1,I_I2G-DMCC1,,Cobblestone Energy DMCC,I,True,,,I2G-DMCC1
I2G-DSKC1,I_I2G-DSKC1,,Danske Commodities A/S,I,True,,,I2G-DSKC1
I2G-DUEN1,I_I2G-DUEN1,,Duferco Energia S.p.A.,I,True,,,I2G-DUEN1
I2G-DUGE1,I_I2G-DUGE1,,DXT Commodities SA,I,True,,,I2G-DUGE1
I2G-DVAL1,I_I2G-DVAL1,,DVALIN ApS,I,True,,,I2G-DVAL1
I2G-EDFT1,I_I2G-EDFT1,,EDF TRADING LIMITED,I,True,,,I2G-EDFT1
I2G-EDMK1,I_I2G-EDMK1,,Energi Danmark A/S,I,True,,,I2G-EDMK1
I2G-ELEE1,I_I2G-ELEE1,,Electrabel SA,I,True,,,I2G-ELEE1
I2G-ELTR1,I_I2G-ELTR1,,ElectroRoute Energy Trading,I,True,,,I2G-ELTR1
I2G-ENKI1,I_I2G-ENKI1,,ENKI TRADING S.R.O.,I,True,,,I2G-ENKI1
I2G-ENSC1,I_I2G-ENSC1,,EnSCo Energy Services Company,I,True,,,I2G-ENSC1
I2G-ENSP1,I_I2G-ENSP1,,enspired GmbH,I,True,,,I2G-ENSP1
I2G-ENTC1,I_I2G-ENTC1,,Energetech Europe BV,I,True,,,I2G-ENTC1
I2G-EPCO1,I_I2G-EPCO1,,EP COMMODITIES A.S,I,True,,,I2G-EPCO1
I2G-EZCO1,I_I2G-EZCO1,,ENZEE Commodities A/S,I,True,,,I2G-EZCO1
I2G-GASE1,I_I2G-GASE1,,ENGIE GLOBAL MARKETS,I,True,,,I2G-GASE1
I2G-GAZP1,I_I2G-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,I2G-GAZP1
I2G-GLEN1,I_I2G-GLEN1,,Glencore Energy UK Ltd,I,True,,,I2G-GLEN1
I2G-GRMT1,I_I2G-GRMT1,,A/S Global Risk Management Ltd,I,True,,,I2G-GRMT1
I2G-HART1,I_I2G-HART1,,HAPPGCO,I,True,,,I2G-HART1
I2G-HELI1,I_I2G-HELI1,,Helios Power Trading A/S,I,True,,,I2G-HELI1
I2G-IBES1,I_I2G-IBES1,,"Iberdrola Energia Espana,S.AU.",I,True,,,I2G-IBES1
I2G-INCM1,I_I2G-INCM1,,IN COMMODITIES A/S,I,True,,,I2G-INCM1
I2G-MCRA1,I_I2G-MCRA1,,Mercuria Energy Trading SA,I,True,,,I2G-MCRA1
I2G-MFTE1,I_I2G-MFTE1,,MFT Energy A/S,I,True,,,I2G-MFTE1
I2G-MQBN1,I_I2G-MQBN1,,Macquarie Bank Limited,I,True,,,I2G-MQBN1
I2G-NDPL1,I_I2G-NDPL1,,European Market Coupling,I,True,,,I2G-NDPL1
I2G-NEAS1,I_I2G-NEAS1,,Centrica Energy Trading A/S,I,True,,,I2G-NEAS1
I2G-NEHO1,I_I2G-NEHO1,,Nordic Energy House ApS,I,True,,,I2G-NEHO1
I2G-NITR1,I_I2G-NITR1,,Nitor Energy A/S,I,True,,,I2G-NITR1
I2G-NORL1,I_I2G-NORL1,,Norlys Energy Trading A/S,I,True,,,I2G-NORL1
I2G-NTPL1,I_I2G-NTPL1,,Northpool BV,I,True,,,I2G-NTPL1
I2G-NVAL1,I_I2G-NVAL1,,Nvalue AG,I,True,,,I2G-NVAL1
I2G-OMPX1,I_I2G-OMPX1,,Ompex AG,I,True,,,I2G-OMPX1
I2G-OPMX1,I_I2G-OPMX1,,Optimax Energy GmbH,I,True,,,I2G-OPMX1
I2G-OUTL1,I_I2G-OUTL1,,Outlook Energy Ltd,I,True,,,I2G-OUTL1
I2G-PLAN1,I_I2G-PLAN1,,BCM Energy,I,True,,,I2G-PLAN1
I2G-PREP1,I_I2G-PREP1,,Oku Power Limted,I,True,,,I2G-PREP1
I2G-PWMR1,I_I2G-PWMR1,,PowerMart ApS,I,True,,,I2G-PWMR1
I2G-QUAR1,I_I2G-QUAR1,,Quark Energy Trading Limited,I,True,,,I2G-QUAR1
I2G-QUEN1,I_I2G-QUEN1,,QUENT ApS,I,True,,,I2G-QUEN1
I2G-RESP1,I_I2G-RESP1,,RESPECT ENERGY S.A.,I,True,,,I2G-RESP1
I2G-RISQ1,I_I2G-RISQ1,,Risq Energy Limited,I,True,,,I2G-RISQ1
I2G-RWES1,I_I2G-RWES1,,RWE Supply and Trading GmbH,I,True,,,I2G-RWES1
I2G-SETL1,I_I2G-SETL1,,Shell Energy Europe Limited,I,True,,,I2G-SETL1
I2G-SSEG1,I_I2G-SSEG1,,SSE Energy Supply Limited,I,True,,,I2G-SSEG1
I2G-STAT1,I_I2G-STAT1,,Statkraft Markets Gmbh,I,True,,,I2G-STAT1
I2G-STGS1,I_I2G-STGS1,,STG Switzerland GmbH,I,True,,,I2G-STGS1
I2G-TGPL1,I_I2G-TGPL1,,TotalEnergies Gas & Power Ltd,I,True,,,I2G-TGPL1
I2G-TRFD1,I_I2G-TRFD1,,Trafigura Denmark ApS,I,True,,,I2G-TRFD1
I2G-TRFG1,I_I2G-TRFG1,,Trafigura Trading Sarl,I,True,,,I2G-TRFG1
I2G-TRLS1,I_I2G-TRLS1,,TrailStone Renewables GmbH,I,True,,,I2G-TRLS1
I2G-VOLT1,I_I2G-VOLT1,,Volta Energy DAC,I,True,,,I2G-VOLT1
I2G-VSAL1,I_I2G-VSAL1,,VITOL SA,I,True,,,I2G-VSAL1
I2G-VTET1,I_I2G-VTET1,,Vattenfall Energy Trading,I,True,,,I2G-VTET1
I2G-XNON1,I_I2G-XNON1,,XENON CAPITAL MARKETS LTD,I,True,,,I2G-XNON1
IBD-ALIP1,I_IBD-ALIP1,,Energetick ApS,I,True,,,IBD-ALIP1
IBD-ALPE1,I_IBD-ALPE1,,Alpha Energy ApS,I,True,,,IBD-ALPE1
IBD-ARON1,I_IBD-ARON1,,J.Aron & Company,I,True,,,IBD-ARON1
IBD-BDEN1,I_IBD-BDEN1,,BD Energy A/S,I,True,,,IBD-BDEN1
IBD-BKWE1,I_IBD-BKWE1,,BKW Energie AG,I,True,,,IBD-BKWE1
IBD-BPGE1,I_IBD-BPGE1,,BP Gas Marketing Limited,I,True,,,IBD-BPGE1
IBD-BRTN1,I_IBD-BRTN1,,BritNed Development Ltd,I,True,,,IBD-BRTN1
IBD-CACM1,I_IBD-CACM1,,C A Commodities A/S,I,True,,,IBD-CACM1
IBD-CBST1,I_IBD-CBST1,,Cobblestone Energy,I,True,,,IBD-CBST1
IBD-CENT1,I_IBD-CENT1,,Centrica Energy Limited,I,True,,,IBD-CENT1
IBD-CETA1,I_IBD-CETA1,,Cross Options International IV,I,True,,,IBD-CETA1
IBD-CEZC1,I_IBD-CEZC1,,CEZ A.S,I,True,,,IBD-CEZC1
IBD-CGML1,I_IBD-CGML1,,Citigroup Global Markets Ltd,I,True,,,IBD-CGML1
IBD-CNGS1,I_IBD-CNGS1,,Cenergise Limited,I,True,,,IBD-CNGS1
IBD-CONS1,I_IBD-CONS1,,Constellation Generation LTD,I,True,,,IBD-CONS1
IBD-CONV1,I_IBD-CONV1,,Convex Energy GmbH,I,True,,,IBD-CONV1
IBD-COPN1,I_IBD-COPN1,,Copenhagen Energy Trading A/S,I,True,,,IBD-COPN1
IBD-DARE1,I_IBD-DARE1,,Dare Power Ltd,I,True,,,IBD-DARE1
IBD-DMCC1,I_IBD-DMCC1,,Cobblestone Energy DMCC,I,True,,,IBD-DMCC1
IBD-DNGN1,I_IBD-DNGN1,,Orsted Salg & Service A/S,I,True,,,IBD-DNGN1
IBD-DSKC1,I_IBD-DSKC1,,Danske Commodities A/S,I,True,,,IBD-DSKC1
IBD-DUFE1,I_IBD-DUFE1,,DXT Commodities SA,I,True,,,IBD-DUFE1
IBD-DVAL1,I_IBD-DVAL1,,DVALIN ApS,I,True,,,IBD-DVAL1
IBD-EDFT1,I_IBD-EDFT1,,EDF TRADING LIMITED,I,True,,,IBD-EDFT1
IBD-EDMK1,I_IBD-EDMK1,,Energi Danmark A/S,I,True,,,IBD-EDMK1
IBD-EGLE1,I_IBD-EGLE1,,Axpo Solutions AG,I,True,,,IBD-EGLE1
IBD-ELEE1,I_IBD-ELEE1,,Electrabel SA,I,True,,,IBD-ELEE1
IBD-ELTR1,I_IBD-ELTR1,,ElectroRoute Energy Trading,I,True,,,IBD-ELTR1
IBD-ENEL1,I_IBD-ENEL1,,Enel Global Trading S.P.A,I,True,,,IBD-ENEL1
IBD-ENET1,I_IBD-ENET1,,Eneco Energy Trade,I,True,,,IBD-ENET1
IBD-ENGM1,I_IBD-ENGM1,,ENGIE GLOBAL MARKETS,I,True,,,IBD-ENGM1
IBD-ENSP1,I_IBD-ENSP1,,enspired GmbH,I,True,,,IBD-ENSP1
IBD-ENTC1,I_IBD-ENTC1,,Energetech Europe BV,I,True,,,IBD-ENTC1
IBD-EOET1,I_IBD-EOET1,,Uniper Global Commodities SE,I,True,,,IBD-EOET1
IBD-EPCO1,I_IBD-EPCO1,,EP COMMODITIES A.S,I,True,,,IBD-EPCO1
IBD-ERVA1,I_IBD-ERVA1,,Erova Energy Limited,I,True,,,IBD-ERVA1
IBD-EZC01,I_IBD-EZC01,,ENZEE Commodities A/S,I,True,,,IBD-EZC01
IBD-EZCO1,I_IBD-EZCO1,,ENZEE Commodities A/S,I,True,,,IBD-EZCO1
IBD-FPCD1,I_IBD-FPCD1,,Freepoint Commodities Europe,I,True,,,IBD-FPCD1
IBD-GAZP1,I_IBD-GAZP1,,SEFE Marketing & Trading LTD,I,True,,,IBD-GAZP1
IBD-GLEN1,I_IBD-GLEN1,,Glencore Energy UK Ltd,I,True,,,IBD-GLEN1
IBD-HART1,I_IBD-HART1,,HAPPGCO,I,True,,,IBD-HART1
IBD-HELI1,I_IBD-HELI1,,Helios Power Trading A/S,I,True,,,IBD-HELI1
IBD-IBES1,I_IBD-IBES1,,"Iberdrola Energia Espana,S.AU.",I,True,,,IBD-IBES1
IBD-IDCE1,I_IBD-IDCE1,,DC Energy Trading V.O.F.,I,True,,,IBD-IDCE1
IBD-INCM1,I_IBD-INCM1,,IN COMMODITIES A/S,I,True,,,IBD-INCM1
IBD-KCST1,I_IBD-KCST1,,KOCH SUPPLY & TRADING SARL,I,True,,,IBD-KCST1
IBD-LTFD1,I_IBD-LTFD1,,LIGHTFIELD LTD,I,True,,,IBD-LTFD1
IBD-MCRA1,I_IBD-MCRA1,,Mercuria Energy Trading SA,I,True,,,IBD-MCRA1
IBD-MFTE1,I_IBD-MFTE1,,MFT Energy A/S,I,True,,,IBD-MFTE1
IBD-MONL1,I_IBD-MONL1,,Monolith Capital AG,I,True,,,IBD-MONL1
IBD-NEAS1,I_IBD-NEAS1,,Centrica Energy Trading A/S,I,True,,,IBD-NEAS1
IBD-NEHO1,I_IBD-NEHO1,,Nordic Energy House ApS,I,True,,,IBD-NEHO1
IBD-NITR1,I_IBD-NITR1,,Nitor Energy A/S,I,True,,,IBD-NITR1
IBD-NORL1,I_IBD-NORL1,,Norlys Energy Trading A/S,I,True,,,IBD-NORL1
IBD-NTPL1,I_IBD-NTPL1,,Northpool BV,I,True,,,IBD-NTPL1
IBD-OMPX1,I_IBD-OMPX1,,Ompex AG,I,True,,,IBD-OMPX1
IBD-OPMX1,I_IBD-OPMX1,,Optimax Energy GmbH,I,True,,,IBD-OPMX1
IBD-OUTL1,I_IBD-OUTL1,,Outlook Energy Ltd,I,True,,,IBD-OUTL1
IBD-PETC1,I_IBD-PETC1,,PETROCHINA INTL LONDON CO. LTD,I,True,,,IBD-PETC1
IBD-PTRS1,I_IBD-PTRS1,,Petroineos Trading Ltd,I,True,,,IBD-PTRS1
IBD-PWMR1,I_IBD-PWMR1,,PowerMart ApS,I,True,,,IBD-PWMR1
IBD-PZEM1,I_IBD-PZEM1,,PZEM Energy Company B.V.,I,True,,,IBD-PZEM1
IBD-QUAR1,I_IBD-QUAR1,,Quark Energy Trading Limited,I,True,,,IBD-QUAR1
IBD-QUEN1,I_IBD-QUEN1,,QUENT ApS,I,True,,,IBD-QUEN1
IBD-RESP1,I_IBD-RESP1,,RESPECT ENERGY S.A.,I,True,,,IBD-RESP1
IBD-RISQ1,I_IBD-RISQ1,,Risq Energy Limited,I,True,,,IBD-RISQ1
IBD-RWES1,I_IBD-RWES1,,RWE Supply and Trading GmbH,I,True,,,IBD-RWES1
IBD-SETL1,I_IBD-SETL1,,Shell Energy Europe Limited,I,True,,,IBD-SETL1
IBD-SSEG1,I_IBD-SSEG1,,SSE Energy Supply Limited,I,True,,,IBD-SSEG1
IBD-STAT1,I_IBD-STAT1,,Statkraft Markets Gmbh,I,True,,,IBD-STAT1
